;all_texts;ats;texts;hashtags
1631;@vtae44 Good news! We are available at restaurants and retailers across the US and we continue to expand internationally. Check out our locator to find one near you: https://t.co/26DDgDoPWe;['vtae44'];['good', 'news', 'we', 'are', 'available', 'at', 'restaurants', 'and', 'retailers', 'across', 'the', 'us', 'and', 'we', 'continue', 'to', 'expand', 'internationally', 'check', 'out', 'our', 'locator', 'to', 'find', 'one', 'near', 'you', 'https'];[]
1632;@kristinambusch @dunkindonuts https://t.co/bAgbdwvGdY;['kristinambusch', 'dunkindonuts'];['https'];[]
1633;"Today is #WorldKindnessDay so here is a simple reminder to be kind to the earth  🌎💚

Check out the full peer reviewed Life Cycle Analysis (LCA) we lead with the University of Michigan here ➡️ https://t.co/0yM3aHSPwV https://t.co/Mf8SH8FQbI";[];['today', 'is', 'worldkindnessday', 'so', 'here', 'is', 'a', 'simple', 'reminder', 'to', 'be', 'kind', 'to', 'the', 'earth', 'check', 'out', 'the', 'full', 'peer', 'reviewed', 'life', 'cycle', 'analysis', 'lca', 'we', 'lead', 'with', 'the', 'university', 'of', 'michigan', 'here', 'https', 'https'];['worldkindnessday']
1634;@UnoChicagoGrill @daiyafoods The love is mutual!;['unochicagogrill', 'daiyafoods'];['the', 'love', 'is', 'mutual'];[]
1635;@_meghapai @freshii and you are Queen!;['_meghapai', 'freshii'];['and', 'you', 'are', 'queen'];[]
1636;@peta @IngridNewkirk @dunkindonuts This is what it's all about!;['peta', 'ingridnewkirk', 'dunkindonuts'];['this', 'is', 'what', 'it', 'all', 'about'];[]
1637;I ate the Dunkin’ Beyond Sausage and their real one - and couldn’t tell the difference  https://t.co/h4qtCIsEbF;[];['i', 'ate', 'the', 'dunkin', 'beyond', 'sausage', 'and', 'their', 'real', 'one', 'and', 'couldn', 'tell', 'the', 'difference', 'https'];[]
1638;"New Recipe Reminder 🔥 These #BeyondBeef Stuffed Mushrooms will give you the satisfying, meaty taste your Friendsgiving recipes deserve.

 Full recipe ➡️ https://t.co/ZoWhDd3fAH https://t.co/gVgAsJrGCS";[];['new', 'recipe', 'reminder', 'these', 'beyondbeef', 'stuffed', 'mushrooms', 'will', 'give', 'you', 'the', 'satisfying', 'meaty', 'taste', 'your', 'friendsgiving', 'recipes', 'deserve', 'full', 'recipe', 'https', 'https'];['beyondbeef']
1639;Mood when @SnoopDogg comes by Beyond Meat HQ for a visit. https://t.co/dNP9qMuIVz;['snoopdogg'];['mood', 'when', 'comes', 'by', 'beyond', 'meat', 'hq', 'for', 'a', 'visit', 'https'];[]
1640;@carloseats Looks delicious!;['carloseats'];['looks', 'delicious'];[]
1641;@KevinShockey @TheSportsMrs It's BEYOND possible, Kev😜 You'll just have to taste it to believe it!;['kevinshockey', 'thesportsmrs'];['it', 'beyond', 'possible', 'kev', 'you', 'just', 'have', 'to', 'taste', 'it', 'to', 'believe', 'it'];[]
1642;"Finally, the freedom to transform all of your favorite #Thanksgiving recipes with flavorful plant-based sausage &amp; ground-beef. 

Comment which #BeyondMeat recipe you’ll be bringing to the table.  

All recipes➡️ https://t.co/CyLCB2VXQn https://t.co/tko5bLQSrq";[];['finally', 'the', 'freedom', 'to', 'transform', 'all', 'of', 'your', 'favorite', 'thanksgiving', 'recipes', 'with', 'flavorful', 'plant', 'sausage', 'amp', 'ground', 'comment', 'which', 'beyondmeat', 'recipe', 'you', 'be', 'bringing', 'to', 'the', 'table', 'all', 'recipes', 'https', 'https'];['thanksgiving', 'beyondmeat']
1643;@Laura_GlobalEd They taste even better 😏;['laura_globaled'];['they', 'taste', 'even', 'better'];[]
1644;"@ttayl0r @andrewcurryla But the 1st two letters of your first &amp; last name spell TACO... seems like every night should be a #BeyondBeef taco night!";['ttayl0r', 'andrewcurryla'];['but', 'the', '1st', 'two', 'letters', 'of', 'your', 'first', 'amp', 'last', 'name', 'spell', 'taco', 'seems', 'like', 'every', 'night', 'should', 'be', 'a', 'beyondbeef', 'taco', 'night'];['beyondbeef']
1645;Who else has watched this perspective-shifting movie? 💪💪@gcmovie https://t.co/sVPtzFnfdJ via @CEHudspeth;['gcmovie', 'cehudspeth'];['who', 'else', 'has', 'watched', 'this', 'perspective', 'movie', 'https', 'via'];[]
1646;@helloifailed @HeartAttackMane Hi Gina, to make the Beyond Sausage Sandwich vegan-friendly simply order it without cheese or egg. Can't wait for you to try it! https://t.co/fYPJdpX6sX;['helloifailed', 'heartattackmane'];['hi', 'gina', 'to', 'make', 'the', 'beyond', 'sausage', 'sandwich', 'vegan', 'simply', 'order', 'it', 'without', 'cheese', 'or', 'egg', 'can', 'wait', 'for', 'you', 'to', 'try', 'it', 'https'];[]
1647;@gveltaine @Retrogamebrews So happy to hear about your experience, can't wait for you to enjoy even more!;['gveltaine', 'retrogamebrews'];['so', 'happy', 'to', 'hear', 'about', 'your', 'experience', 'can', 'wait', 'for', 'you', 'to', 'enjoy', 'even', 'more'];[]
1648;"Check out #BeyondAmbassador &amp; Champion Ski Racer @lindseyvonn's new memoir, Rise! https://t.co/6RLEQ7r4qx";['lindseyvonn'];['check', 'out', 'beyondambassador', 'amp', 'champion', 'ski', 'racer', 'new', 'memoir', 'rise', 'https'];['beyondambassador']
1649;😘 https://t.co/2j9TvK8AbM;[];['https'];[]
1650;"Ready to Feast. 

Beyond Sausage Stuffing Recipe ➡️ https://t.co/FTvqnWcX22 https://t.co/vi4MQm7ysZ";[];['ready', 'to', 'feast', 'beyond', 'sausage', 'stuffing', 'recipe', 'https', 'https'];[]
1651;"Beyond Thanksgiving inspo never stops!  

Check out Beyond Ambassador, @tia_blanco's, #BeyondBeef Stuffing step by step tutorial here: https://t.co/UW3L3iWCDS https://t.co/7pQ0kj0reg";['tia_blanco'];['beyond', 'thanksgiving', 'inspo', 'never', 'stops', 'check', 'out', 'beyond', 'ambassador', 'beyondbeef', 'stuffing', 'step', 'by', 'step', 'tutorial', 'here', 'https', 'https'];['beyondbeef']
1652;@darynmackenzie @victoriasnooks It's true! Check them out here: https://t.co/A7Hy30pGLg;['darynmackenzie', 'victoriasnooks'];['it', 'true', 'check', 'them', 'out', 'here', 'https'];[]
1653;@ManVsClock Hmm, not sure! This isn't a method we've tried quite yet.;['manvsclock'];['hmm', 'not', 'sure', 'this', 'isn', 'a', 'method', 'we', 'tried', 'quite', 'yet'];[]
1654;@THEavelardata All because of our awesome support system!;['theavelardata'];['all', 'because', 'of', 'our', 'awesome', 'support', 'system'];[]
1655;Who else remembers their first bite of #BeyondSausage?! https://t.co/OF5NUAqTxv;[];['who', 'else', 'remembers', 'their', 'first', 'bite', 'of', 'beyondsausage', 'https'];['beyondsausage']
1656;Grateful. #GoBeyond https://t.co/4uKypEfWH4;[];['grateful', 'gobeyond', 'https'];['gobeyond']
1657;What are you grateful for?;[];['what', 'are', 'you', 'grateful', 'for'];[]
1658;🙌 https://t.co/RR3JrSFllR;[];['https'];[]
1659;@ohhayjenn No you da besttt;['ohhayjenn'];['no', 'you', 'da', 'besttt'];[]
1660;@Marsucats We're so happy we can bring meat back to your table! Thanks for sharing!;['marsucats'];['we', 'so', 'happy', 'we', 'can', 'bring', 'meat', 'back', 'to', 'your', 'table', 'thanks', 'for', 'sharing'];[]
1661;@BriannaWu @CP3 This is so great!!;['briannawu', 'cp3'];['this', 'is', 'so', 'great'];[]
1662;@mrlawsonpants @dunkindonuts The perfect breakfast sandwich doesn't exi...;['mrlawsonpants', 'dunkindonuts'];['the', 'perfect', 'breakfast', 'sandwich', 'doesn', 'exi'];[]
1663;UNC Tar Heels are #winning https://t.co/El3F7lcaNv;[];['unc', 'tar', 'heels', 'are', 'winning', 'https'];['winning']
1664;@Dlucianoo Hey Cardi, check out our locator to find restaurants and retailers near you! https://t.co/26DDgDoPWe;['dlucianoo'];['hey', 'cardi', 'check', 'out', 'our', 'locator', 'to', 'find', 'restaurants', 'and', 'retailers', 'near', 'you', 'https'];[]
1665;The perfect breakfast sandwich doesn't exi... https://t.co/dpZ70n2KqX;[];['the', 'perfect', 'breakfast', 'sandwich', 'doesn', 'exi', 'https'];[]
1666;"Our favorite place to hide 😏

#ElfOnTheShelf 📸: @esthers_kitchen https://t.co/SByvAf5ZRs";['esthers_kitchen'];['our', 'favorite', 'place', 'to', 'hide', 'elfontheshelf', 'https'];['elfontheshelf']
1667;@yoiwillieh Hey Trevor! We do not sell our hats but sometimes do giveaways on social media for them.  Follow us across all platforms to stay tuned for our next giveaway 😏;['yoiwillieh'];['hey', 'trevor', 'we', 'do', 'not', 'sell', 'our', 'hats', 'but', 'sometimes', 'do', 'giveaways', 'on', 'social', 'media', 'for', 'them', 'follow', 'us', 'across', 'all', 'platforms', 'to', 'stay', 'tuned', 'for', 'our', 'next', 'giveaway'];[]
1668;"Up close &amp; personal.

Full Beyond Beef #TacoTuesday recipe here ➡️ https://t.co/0rxJ9s8O1t https://t.co/XsyymgQeCw";[];['up', 'close', 'amp', 'personal', 'full', 'beyond', 'beef', 'tacotuesday', 'recipe', 'here', 'https', 'https'];['tacotuesday']
1669;"Congratulations to our CEO &amp; Founder Ethan Brown for being included in @BW’s 2019 #Bloomberg50 list! #GoBeyond https://t.co/Eum5ScJmTp";['bw'];['congratulations', 'to', 'our', 'ceo', 'amp', 'founder', 'ethan', 'brown', 'for', 'being', 'included', 'in', '2019', 'bloomberg50', 'list', 'gobeyond', 'https'];['bloomberg50', 'gobeyond']
1670;"@ChrisDos @sheetz We've got good news! You can enjoy the #BeyondBurger at Steak N Shake &amp; @BuffaloGrill or check out our locator to find even more options in Paris! https://t.co/26DDgDoPWe";['chrisdos', 'sheetz', 'buffalogrill'];['we', 'got', 'good', 'news', 'you', 'can', 'enjoy', 'the', 'beyondburger', 'at', 'steak', 'n', 'shake', 'amp', 'or', 'check', 'out', 'our', 'locator', 'to', 'find', 'even', 'more', 'options', 'in', 'paris', 'https'];['beyondburger']
1671;No, but we're here for it 🙌 https://t.co/sVPjOvVwZo;[];['no', 'but', 'we', 'here', 'for', 'it', 'https'];[]
1672;"PSA: Beyond Meat has landed at select Costco stores nationwide. Grab the shopping cart, it’s time to bulk buy Beyond Burgers! 

Learn more here ➡️ https://t.co/KzWaz0q7W0
 #GoBeyond https://t.co/ICMDjtWcxg";[];['psa', 'beyond', 'meat', 'has', 'landed', 'at', 'select', 'costco', 'stores', 'nationwide', 'grab', 'the', 'shopping', 'cart', 'it', 'time', 'to', 'bulk', 'buy', 'beyond', 'burgers', 'learn', 'more', 'here', 'https', 'gobeyond', 'https'];['gobeyond']
1673;@queenkimeow Race you there!;['queenkimeow'];['race', 'you', 'there'];[]
1674;@sirkensingtons Thanks!;['sirkensingtons'];['thanks'];[]
1675;"'tis the szn 🎁
We're picking 5 lucky WINNERS to receive a Beyond Meat hat &amp; coupons. Some will even win a custom-designed hat by @k_obrand.  
To Enter: 
https://t.co/wMfvy2DSyv this video. 
2. Comment and tag 2 friends. 
3. Tell us something good... anything! 
*US only. End 12/9 https://t.co/7kklOgpfBI";['k_obrand'];['tis', 'the', 'szn', 'we', 'picking', '5', 'lucky', 'winners', 'to', 'receive', 'a', 'beyond', 'meat', 'hat', 'amp', 'coupons', 'some', 'will', 'even', 'win', 'a', 'custom', 'hat', 'by', 'to', 'enter', 'https', 'this', 'video', '2', 'comment', 'and', 'tag', '2', 'friends', '3', 'tell', 'us', 'something', 'good', 'anything', 'us', 'only', 'end', '12', 'https'];[]
1676;@kevinlong22492 So glad you enjoyed!;['kevinlong22492'];['so', 'glad', 'you', 'enjoyed'];[]
1677;@Kmartcafeteria Lets gooo!;['kmartcafeteria'];['lets', 'gooo'];[]
1678;@peta 🥳🌱❤️;['peta'];[];[]
1679;Thank you for the love!! https://t.co/zZmk14OIFe;[];['thank', 'you', 'for', 'the', 'love', 'https'];[]
1680;@theproteinbar Yum!;['theproteinbar'];['yum'];[]
1681;@RedheadsLife @k_obrand @modii101 @PinkyandBeard Congratulations, Heather🥳 You are one of our five lucky Holiday Hat winners!! Please check your DMs for next steps.;['redheadslife', 'k_obrand', 'modii101', 'pinkyandbeard'];['congratulations', 'heather', 'you', 'are', 'one', 'of', 'our', 'five', 'lucky', 'holiday', 'hat', 'winners', 'please', 'check', 'your', 'dms', 'for', 'next', 'steps'];[]
1682;@flippnflops @k_obrand @k_m_y_l @ctabrizi_ Congratulations, Phillip🥳 You are one of our five lucky Holiday Hat winners!! Please check your DMs for next steps.;['flippnflops', 'k_obrand', 'k_m_y_l', 'ctabrizi_'];['congratulations', 'phillip', 'you', 'are', 'one', 'of', 'our', 'five', 'lucky', 'holiday', 'hat', 'winners', 'please', 'check', 'your', 'dms', 'for', 'next', 'steps'];[]
1683;@nichicasmith @k_obrand @JurneSmith_ @Persistent21767 Congratulations, Nichica🥳 You are one of our five lucky Holiday Hat winners!! Please check your DMs for next steps.;['nichicasmith', 'k_obrand', 'jurnesmith_', 'persistent21767'];['congratulations', 'nichica', 'you', 'are', 'one', 'of', 'our', 'five', 'lucky', 'holiday', 'hat', 'winners', 'please', 'check', 'your', 'dms', 'for', 'next', 'steps'];[]
1684;@Haddonfield13 @k_obrand @SeattleEine @aronS1990 Congratulations, you are one of our five lucky Holiday Hat winners!! Please check your DMs for next steps.;['haddonfield13', 'k_obrand', 'seattleeine', 'arons1990'];['congratulations', 'you', 'are', 'one', 'of', 'our', 'five', 'lucky', 'holiday', 'hat', 'winners', 'please', 'check', 'your', 'dms', 'for', 'next', 'steps'];[]
1685;@fishandchaps @k_obrand @teletessie @littlehotvegan Congratulations, Chapin🥳 You are one of our five lucky Holiday Hat winners!! Please check your DMs for next steps.;['fishandchaps', 'k_obrand', 'teletessie', 'littlehotvegan'];['congratulations', 'chapin', 'you', 'are', 'one', 'of', 'our', 'five', 'lucky', 'holiday', 'hat', 'winners', 'please', 'check', 'your', 'dms', 'for', 'next', 'steps'];[]
1686;"Disruptor of the Year: Beyond Meat 
""It can be said that 2019 was the year plant-based meat truly went mainstream."" #GoBeyond https://t.co/YRhR9PqYDD via @FoodDive";['fooddive'];['disruptor', 'of', 'the', 'year', 'beyond', 'meat', 'it', 'can', 'be', 'said', 'that', '2019', 'was', 'the', 'year', 'plant', 'meat', 'truly', 'went', 'mainstream', 'gobeyond', 'https', 'via'];['gobeyond']
1687;The #BeyondBurger is now available at nearly 600 @sheetz  locations accross the US! https://t.co/ugftnCsIb2;['sheetz'];['the', 'beyondburger', 'is', 'now', 'available', 'at', 'nearly', '600', 'locations', 'accross', 'the', 'us', 'https'];['beyondburger']
1688;There's no turning back. https://t.co/nnxiNHOa6g;[];['there', 'no', 'turning', 'back', 'https'];[]
1689;Are we doing this right? #cattelanbanana https://t.co/y7k2fAJCSY;[];['are', 'we', 'doing', 'this', 'right', 'cattelanbanana', 'https'];['cattelanbanana']
1690;@TommyStoners We're slightly bias but highly recommend Beyond Meat😏 Learn all about our 100% plant-based proteins here: https://t.co/BdeXQ681pc;['tommystoners'];['we', 'slightly', 'bias', 'but', 'highly', 'recommend', 'beyond', 'meat', 'learn', 'all', 'about', 'our', '100', 'plant', 'proteins', 'here', 'https'];[]
1691;@butterflyparpar @DelTaco @GraceandFrankie #goals;['butterflyparpar', 'deltaco', 'graceandfrankie'];['goals'];['goals']
1692;@LeilaniMunter @Tesla Talk about a win!;['leilanimunter', 'tesla'];['talk', 'about', 'a', 'win'];[]
1693;@SalomeEsther1 Glad you liked it😏;['salomeesther1'];['glad', 'you', 'liked', 'it'];[]
1694;"Canada 🇨🇦 we’re beefing up your meat case!
Beyond Beef is NOW available at Canadian grocery stores nationwide! Simple Ingredients. Serious sizzle. Ready for any recipe.
➡️ https://t.co/gXYSOMwbQ6 https://t.co/tDpUv0VbW8";[];['canada', 'we', 'beefing', 'up', 'your', 'meat', 'case', 'beyond', 'beef', 'is', 'now', 'available', 'at', 'canadian', 'grocery', 'stores', 'nationwide', 'simple', 'ingredients', 'serious', 'sizzle', 'ready', 'for', 'any', 'recipe', 'https', 'https'];[]
1695;"Going to tell my kids this is what breakfast of champions looks like... because it is. 
📸: @ANightOwlBlog https://t.co/4HVzYXYQpt";['anightowlblog'];['going', 'to', 'tell', 'my', 'kids', 'this', 'is', 'what', 'breakfast', 'of', 'champions', 'looks', 'like', 'because', 'it', 'is', 'https'];[]
1696;@DominicDAndrea Great question! In an effort to be able to keep up with consumer demand, we've decided to discontinue Beyond Chicken Strips to enable us to produce more popular Beyond Meat products. We're sorry to share this news but we hope you'll give some of our other products a try!;['dominicdandrea'];['great', 'question', 'in', 'an', 'effort', 'to', 'be', 'able', 'to', 'keep', 'up', 'with', 'consumer', 'demand', 'we', 'decided', 'to', 'discontinue', 'beyond', 'chicken', 'strips', 'to', 'enable', 'us', 'to', 'produce', 'more', 'popular', 'beyond', 'meat', 'products', 'we', 'sorry', 'to', 'share', 'this', 'news', 'but', 'we', 'hope', 'you', 'give', 'some', 'of', 'our', 'other', 'products', 'a', 'try'];[]
1697;@hisb1tch Hopefully, the #BeyondBurger turned your frown upside-down ❤️;['hisb1tch'];['hopefully', 'the', 'beyondburger', 'turned', 'your', 'frown', 'upside'];['beyondburger']
1698;@brinadove420 @sheetz 🙌;['brinadove420', 'sheetz'];[];[]
1699;@jennadrenten @Crest @BagelBites The future 🙌;['jennadrenten', 'crest', 'bagelbites'];['the', 'future'];[]
1700;@RoyaleS_World We're sorry to hear this and want to get to the bottom of this. Please email us at ethanandteam@beyondmeat.com so we can learn more.;['royales_world', 'beyondmeat'];['we', 'sorry', 'to', 'hear', 'this', 'and', 'want', 'to', 'get', 'to', 'the', 'bottom', 'of', 'this', 'please', 'email', 'us', 'at', 'so', 'we', 'can', 'learn', 'more'];[]
1701;@veganlyssi *us every minute of every day*;['veganlyssi'];['us', 'every', 'minute', 'of', 'every', 'day'];[]
1702;"Holiday Checklist: 
✔️ Netflix 
✔️ Sweatpants
✔️ #BeyondBeef Tamales

Full recipe here ➡️ https://t.co/xBNRkYXND1 https://t.co/rIZPhthPcR";[];['holiday', 'checklist', 'netflix', 'sweatpants', 'beyondbeef', 'tamales', 'full', 'recipe', 'here', 'https', 'https'];['beyondbeef']
1703;Look out 2020 👀 https://t.co/3YQPpPOoGo;[];['look', 'out', '2020', 'https'];[]
1704;"We’ll keep this simple - you can now Go Beyond All Day at @CarlsJr (starting today) &amp; all @Hardees locations (Dec. 30th)!

Check the new Beyond Breakfast Sausage offerings ➡️ https://t.co/ZEXpP3YBWY https://t.co/pFGQoIas6z";['carlsjr', 'hardees'];['we', 'keep', 'this', 'simple', 'you', 'can', 'now', 'go', 'beyond', 'all', 'day', 'at', 'starting', 'today', 'amp', 'all', 'locations', 'dec', '30th', 'check', 'the', 'new', 'beyond', 'breakfast', 'sausage', 'offerings', 'https', 'https'];[]
1705;@MaybeAceMason We're sorry to hear this Ace. Please reach out to us at ethanandteam@beyondmeat.com so we can learn more! Thanks.;['maybeacemason', 'beyondmeat'];['we', 'sorry', 'to', 'hear', 'this', 'ace', 'please', 'reach', 'out', 'to', 'us', 'at', 'so', 'we', 'can', 'learn', 'more', 'thanks'];[]
1706;@ChrisKnierim We do 😏 Check them out here: https://t.co/A7Hy30pGLg;['chrisknierim'];['we', 'do', 'check', 'them', 'out', 'here', 'https'];[]
1707;@sxwxgirl1 Good news! #BeyondBeef is now available in Canada. Learn more here: https://t.co/1rbJeZOeMb;['sxwxgirl1'];['good', 'news', 'beyondbeef', 'is', 'now', 'available', 'in', 'canada', 'learn', 'more', 'here', 'https'];['beyondbeef']
1708;@SusanCooksVegan https://t.co/lKsxJVGMM8;['susancooksvegan'];['https'];[]
1709;@YouzaBusta @CarlsJr @Hardees Good news! Hardee's will be serving Beyond Meat for breakfast, lunch and dinner starting December 30th! T-minus 10 days 🙌;['youzabusta', 'carlsjr', 'hardees'];['good', 'news', 'hardee', 'will', 'be', 'serving', 'beyond', 'meat', 'for', 'breakfast', 'lunch', 'and', 'dinner', 'starting', 'december', '30th', 't', '10', 'days'];[]
1710;"#BeyondBeef Tater Tot Casserole - looks good, tastes even better.  

Full recipe here ➡️ https://t.co/hS5M7rjOs6 https://t.co/smcNLGcFxi";[];['beyondbeef', 'tater', 'tot', 'casserole', 'looks', 'good', 'tastes', 'even', 'better', 'full', 'recipe', 'here', 'https', 'https'];['beyondbeef']
1711;https://t.co/3YqzRxUf2R;[];['https'];[]
1712;"Thank you @iamwellandgood for recognizing Ethan as a 2020 Changemaker: the individuals who are helping everyone, regardless of age, location or socioeconomic status, live a well life. 
https://t.co/desUFjhT4I";['iamwellandgood'];['thank', 'you', 'for', 'recognizing', 'ethan', 'as', 'a', '2020', 'changemaker', 'the', 'individuals', 'who', 'are', 'helping', 'everyone', 'regardless', 'of', 'age', 'location', 'or', 'socioeconomic', 'status', 'live', 'a', 'well', 'life', 'https'];[]
1713;"Is it morning yet? 

Homemade breakfast burrito ft. #BeyondSausage by @eyerumm https://t.co/f8hg0Mwtow";['eyerumm'];['is', 'it', 'morning', 'yet', 'homemade', 'breakfast', 'burrito', 'ft', 'beyondsausage', 'by', 'https'];['beyondsausage']
1714;@mark_mackillop K fine, but we still want this breakfast burrito.;['mark_mackillop'];['k', 'fine', 'but', 'we', 'still', 'want', 'this', 'breakfast', 'burrito'];[]
1715;"Tonight’s vibe 🎉 #hello 
#HappyNewYear https://t.co/eF1Ah2rjcZ";[];['tonight', 'vibe', 'hello', 'happynewyear', 'https'];['hello', 'happynewyear']
1716;@brianeatsbugs 2020 off to a great start!;['brianeatsbugs'];['2020', 'off', 'to', 'a', 'great', 'start'];[]
1717;@teeraw_gaming @AdmirableAtroc1 Great question! Learn all about #BeyondSausage and its ingredients here: https://t.co/kdWgtdUHI4;['teeraw_gaming', 'admirableatroc1'];['great', 'question', 'learn', 'all', 'about', 'beyondsausage', 'and', 'its', 'ingredients', 'here', 'https'];['beyondsausage']
1718;@UrielUnreal 🙌🌱💚;['urielunreal'];[];[]
1719;@veganengineer Sounds like 2020 started perfectly!;['veganengineer'];['sounds', 'like', '2020', 'started', 'perfectly'];[]
1720;@CaptainCoJo #SorryNotSorry 🙌;['captaincojo'];['sorrynotsorry'];['sorrynotsorry']
1721;@Jordyveggies spotted 👀;['jordyveggies'];['spotted'];[]
1722;@keeli_duncan7 same.;['keeli_duncan7'];['same'];[]
1723;@chazy914 yes 🙌;['chazy914'];['yes'];[]
1724;New year, new decade, same grocery list  💪 #GoBeyond https://t.co/9Bbeh4gJHA;[];['new', 'year', 'new', 'decade', 'same', 'grocery', 'list', 'gobeyond', 'https'];['gobeyond']
1725;@DominicSkinner Wow! Congratulations🥳;['dominicskinner'];['wow', 'congratulations'];[]
1726;"@Pup_Treble Great question! Delicious recipes can be found in the recipe section of our website &amp; for exclusive deals and discounts sign up for our newsletter. We'll link to each in separate tweets below. Be sure to share your tasty creations with us by tagging #BeyondMeat 🌱💚";['pup_treble'];['great', 'question', 'delicious', 'recipes', 'can', 'be', 'found', 'in', 'the', 'recipe', 'section', 'of', 'our', 'website', 'amp', 'for', 'exclusive', 'deals', 'and', 'discounts', 'sign', 'up', 'for', 'our', 'newsletter', 'we', 'link', 'to', 'each', 'in', 'separate', 'tweets', 'below', 'be', 'sure', 'to', 'share', 'your', 'tasty', 'creations', 'with', 'us', 'by', 'tagging', 'beyondmeat'];['beyondmeat']
1727;@Pup_Treble Tasty recipe inspo: https://t.co/A7Hy30pGLg;['pup_treble'];['tasty', 'recipe', 'inspo', 'https'];[]
1728;@Pup_Treble Beyond Meat newsletter: https://t.co/O2H2eu3BMX;['pup_treble'];['beyond', 'meat', 'newsletter', 'https'];[]
1729;"@Amy_Hupe We're here for you! Check out our website to learn more about our 100% plant-based proteins like Beyond Beef, Beyond Sausage &amp; the Beyond Burger. We even have delicious recipes to get you started: https://t.co/A7Hy30pGLg";['amy_hupe'];['we', 'here', 'for', 'you', 'check', 'out', 'our', 'website', 'to', 'learn', 'more', 'about', 'our', '100', 'plant', 'proteins', 'like', 'beyond', 'beef', 'beyond', 'sausage', 'amp', 'the', 'beyond', 'burger', 'we', 'even', 'have', 'delicious', 'recipes', 'to', 'get', 'you', 'started', 'https'];[]
1730;@samkronenfeld https://t.co/uNsgVGTVKP 😏;['samkronenfeld'];['https'];[]
1731;@SuzyWelch @dunkindonuts 🙌🏽🙌🏽🙌🏽;['suzywelch', 'dunkindonuts'];[];[]
1732;Martha Stewart partners with Subway® Canada and Beyond Meat® to launch NEW plant-based Beyond Meatball™ Subs https://t.co/cOCV99Kxwy;[];['martha', 'stewart', 'partners', 'with', 'subway', 'canada', 'and', 'beyond', 'meat', 'to', 'launch', 'new', 'plant', 'beyond', 'meatball', 'subs', 'https'];[]
1733;@smelle_ Excited for you to try our products! Learn even more about Beyond Meat and find restaurants and retailers near you here: https://t.co/BdeXQ681pc;['smelle_'];['excited', 'for', 'you', 'to', 'try', 'our', 'products', 'learn', 'even', 'more', 'about', 'beyond', 'meat', 'and', 'find', 'restaurants', 'and', 'retailers', 'near', 'you', 'here', 'https'];[]
1734;@tepni Looks delicious!;['tepni'];['looks', 'delicious'];[]
1735;@raiaren @VegNews Welcome to the club 😂;['raiaren', 'vegnews'];['welcome', 'to', 'the', 'club'];[]
1736;@joBert71 @TheZombiUnicorn Excited for you to explore the plant-based lifestyle! Check out how you can continue to Eat What You Love with Beyond Meat. Find delicious recipes using the Beyond Burger, Beyond Beef, and Beyond Sausage here: https://t.co/A7Hy30pGLg;['jobert71', 'thezombiunicorn'];['excited', 'for', 'you', 'to', 'explore', 'the', 'plant', 'lifestyle', 'check', 'out', 'how', 'you', 'can', 'continue', 'to', 'eat', 'what', 'you', 'love', 'with', 'beyond', 'meat', 'find', 'delicious', 'recipes', 'using', 'the', 'beyond', 'burger', 'beyond', 'beef', 'and', 'beyond', 'sausage', 'here', 'https'];[]
1737;@xXYoung_MCXx @TheZombiUnicorn Check out one our favorite Beyond Meat BBQ Meatloaf recipes made by @ChefCharity here: https://t.co/NYhLXbd14K;['xxyoung_mcxx', 'thezombiunicorn', 'chefcharity'];['check', 'out', 'one', 'our', 'favorite', 'beyond', 'meat', 'bbq', 'meatloaf', 'recipes', 'made', 'by', 'here', 'https'];[]
1738;@RJGruntsChicago Looks so fresh and delicious!;['rjgruntschicago'];['looks', 'so', 'fresh', 'and', 'delicious'];[]
1739;@kimsum_ https://t.co/MYhytPlVLh;['kimsum_'];['https'];[]
1740;"@Sydneey_Paaige 😂 We're here to help you out! We have a locator where you can find grocery stores &amp; restaurants that serve #BeyondMeat near you. Check it out here: https://t.co/26DDgDoPWe";['sydneey_paaige'];['we', 'here', 'to', 'help', 'you', 'out', 'we', 'have', 'a', 'locator', 'where', 'you', 'can', 'find', 'grocery', 'stores', 'amp', 'restaurants', 'that', 'serve', 'beyondmeat', 'near', 'you', 'check', 'it', 'out', 'here', 'https'];['beyondmeat']
1741;@kloenardi17 ❤️;['kloenardi17'];[];[]
1742;@RGridzak @SUBWAYCanada We feel you!;['rgridzak', 'subwaycanada'];['we', 'feel', 'you'];[]
1743;@nielsie15 @SUBWAY You're welcome ☺️;['nielsie15', 'subway'];['you', 'welcome'];[]
1744;@laur_and_order First of many 😏 Find even more delicious recipes made with Beyond Meat here: https://t.co/A7Hy30pGLg;['laur_and_order'];['first', 'of', 'many', 'find', 'even', 'more', 'delicious', 'recipes', 'made', 'with', 'beyond', 'meat', 'here', 'https'];[]
1745;@plantpowercoupl @TheSkepticalV That's some serious wisdom!;['plantpowercoupl', 'theskepticalv'];['that', 'some', 'serious', 'wisdom'];[]
1746;@chillkitty https://t.co/Ck4hxLTSsU;['chillkitty'];['https'];[]
1747;🍔🌱🇨🇦 https://t.co/bUryfKRXX5;[];['https'];[]
